,bias,has_legs,lays_eggs,has_a_tongue,is_small,has_short_legs,has_teeth,lives_in_the_zoo,is_light,eats_plants,has_wings,has_four_legs,has_a_tail,eats_small_animals,can_fly,can_swim,eats_insects,builds_nests,is_a_bird,has_a_bill,eats_fish,has_two_legs,is_slippery,has_a_mouth,lives_in_water,has_feathers,is_slimy,has_two_wings,is_big,heavy,has_scales,has_gills,is_beautiful,eats_worms,has_fins,breaths_under_water,has_six_legs,has_large_teeth,has_sharp_claws,eats_flies,buzzes
has_four_legs,-0.708185057924486,0.273316735296866,-1.76781750518675,0.839557883666886,-0.850622331534175,-0.220423030644962,1.42303618677315,0.98990808706722,-0.189401383355163,0.839557883666886,-0.708185057924486,0,3.16003532484527,0.399654516512698,-0.572337324988707,0.180019471111719,0.118277228895994,-0.314187191831778,-0.282800044854473,-0.282800044854473,-0.0968197480881499,-0.282800044854473,-0.158470340971775,1.94484744969919,0.118277228895994,-0.251550681308997,-0.0660705360364147,-0.251550681308997,1.02911449417119,1.02911449417119,0.431698031800366,-0.0660705360364147,0.767700499502088,0.304660408986199,-0.0353525187157201,-0.0353525187157201,-0.00465117117573088,0.839557883666886,0.697685502191197,0.529224949380573,0.431698031800366
has_a_tail,-0.778463354566907,0.211012049256883,-1.89685256945442,0.767700499502088,-0.924934673813796,-0.282800044854473,1.52424542642274,0.98990808706722,-0.314187191831778,0.839557883666886,-0.572337324988707,3.16003532484527,0,0.463961314789773,-0.44145070833934,0.180019471111719,0.118277228895994,-0.251550681308997,-0.220423030644962,-0.220423030644962,-0.0353525187157201,-0.220423030644962,-0.220423030644962,2.09311876698729,0.118277228895994,-0.189401383355163,-0.12761476838299,-0.189401383355163,1.10980643541126,1.10980643541126,0.496463608919881,-0.00465117117573088,0.839557883666886,0.180019471111719,0.0260479843189771,0.0260479843189771,0.0567594193008806,0.913524928435282,0.767700499502088,0.595609390583329,0.496463608919881
eats_small_animals,-0.814291563919034,-0.506362990848517,-0.220423030644962,0.336153308217935,-0.673675077147125,-0.314187191831778,0.463961314789773,0.951393565061089,-0.345728606573538,-0.220423030644962,0.149112885797301,0.399654516512698,0.463961314789773,0,0.149112885797301,0.463961314789773,0.732478092622369,0.399654516512698,0.496463608919881,0.496463608919881,0.562266248747646,0.496463608919881,0.496463608919881,0.242105933956414,0.463961314789773,0.463961314789773,0.529224949380573,0.463961314789773,0.697685502191197,0.697685502191197,0.529224949380573,0.336153308217935,0.336153308217935,0.595609390583329,0.367812238582606,0.367812238582606,0.0874976400675311,1.02911449417119,1.10980643541126,0.62927733213201,0.529224949380573
can_fly,-0.850622331534175,0.149112885797301,0.180019471111719,-0.0660705360364147,0.367812238582606,0.803383010580946,-1.08132257115655,-0.251550681308997,0.767700499502088,-0.00465117117573088,3.16003532484527,-0.572337324988707,-0.44145070833934,0.149112885797301,0,-0.251550681308997,1.15140494248143,1.87650617052281,1.81143223482676,1.81143223482676,0.0874976400675311,1.81143223482676,-0.158470340971775,-0.0968197480881499,-0.12761476838299,1.87650617052281,-0.12761476838299,1.87650617052281,0.0874976400675311,-0.0353525187157201,-0.00465117117573088,0.0567594193008806,0.431698031800366,1.15140494248143,0.0874976400675311,0.0874976400675311,0.913524928435282,0.431698031800366,0.767700499502088,0.876259563808718,1.06906258556624
can_swim,-1.08132257115655,-1.83082908748266,-0.44145070833934,-0.924934673813796,-0.377441243123209,-0.814291563919034,0.367812238582606,0.242105933956414,-0.44145070833934,-0.251550681308997,-0.314187191831778,0.180019471111719,0.180019471111719,0.463961314789773,-0.251550681308997,0,-0.00465117117573088,-0.00465117117573088,0.0874976400675311,0.0874976400675311,2.26083902633041,0.0874976400675311,1.94484744969919,0.273316735296866,3.16003532484527,0.0567594193008806,1.52424542642274,0.0567594193008806,0.803383010580946,0.803383010580946,1.63249855188496,2.35405263493419,0.496463608919881,0.304660408986199,2.26083902633041,2.26083902633041,0.304660408986199,1.06906258556624,0.697685502191197,0.732478092622369,0.767700499502088
eats_insects,-1.08132257115655,-0.158470340971775,-0.00465117117573088,0.431698031800366,0.242105933956414,0.463961314789773,-0.314187191831778,0.431698031800366,0.496463608919881,-0.0660705360364147,1.06906258556624,0.118277228895994,0.118277228895994,0.732478092622369,1.15140494248143,-0.00465117117573088,0,1.52424542642274,1.57740866986182,1.57740866986182,0.211012049256883,1.57740866986182,0.273316735296866,0.0874976400675311,0.118277228895994,1.63249855188496,0.367812238582606,1.63249855188496,0.336153308217935,0.149112885797301,0.562266248747646,0.242105933956414,0.431698031800366,1.87650617052281,0.273316735296866,0.273316735296866,0.304660408986199,0.62927733213201,0.913524928435282,1.3747067459475,0.767700499502088
builds_nests,-1.16418888274719,-0.0968197480881499,-0.00465117117573088,0.304660408986199,-0.0660705360364147,0.595609390583329,-0.850622331534175,0.0567594193008806,0.367812238582606,0.242105933956414,2.01688126055437,-0.314187191831778,-0.251550681308997,0.399654516512698,1.87650617052281,-0.00465117117573088,1.52424542642274,0,3.37696241081669,3.37696241081669,0.336153308217935,3.37696241081669,0.0874976400675311,0.0874976400675311,0.118277228895994,3.64934676569593,0.118277228895994,3.64934676569593,0.399654516512698,0.211012049256883,0.242105933956414,0.304660408986199,0.697685502191197,1.63249855188496,0.336153308217935,0.336153308217935,0.496463608919881,0.697685502191197,1.06906258556624,1.19392246847243,0.913524928435282
is_a_bird,-1.20699852524247,-0.12761476838299,-0.0353525187157201,0.399654516512698,-0.158470340971775,0.562266248747646,-0.814291563919034,0.149112885797301,0.273316735296866,0.273316735296866,2.09311876698729,-0.282800044854473,-0.220423030644962,0.496463608919881,1.81143223482676,0.0874976400675311,1.57740866986182,3.37696241081669,0,4.59511985013459,0.431698031800366,4.59511985013459,0.118277228895994,0.118277228895994,0.149112885797301,4.01780448509976,0.149112885797301,4.01780448509976,0.431698031800366,0.242105933956414,0.273316735296866,0.336153308217935,0.732478092622369,1.68971021487388,0.367812238582606,0.367812238582606,0.399654516512698,0.732478092622369,1.10980643541126,1.23742958285444,0.876259563808718
has_a_bill,-1.20699852524247,-0.12761476838299,-0.0353525187157201,0.399654516512698,-0.158470340971775,0.562266248747646,-0.814291563919034,0.149112885797301,0.273316735296866,0.273316735296866,2.09311876698729,-0.282800044854473,-0.220423030644962,0.496463608919881,1.81143223482676,0.0874976400675311,1.57740866986182,3.37696241081669,4.59511985013459,0,0.431698031800366,4.59511985013459,0.118277228895994,0.118277228895994,0.149112885797301,4.01780448509976,0.149112885797301,4.01780448509976,0.431698031800366,0.242105933956414,0.273316735296866,0.336153308217935,0.732478092622369,1.68971021487388,0.367812238582606,0.367812238582606,0.399654516512698,0.732478092622369,1.10980643541126,1.23742958285444,0.876259563808718
eats_fish,-1.20699852524247,-1.89685256945442,-0.345728606573538,-0.962994385375692,-0.409342584854585,-0.850622331534175,0.211012049256883,0.0874976400675311,-0.409342584854585,-0.345728606573538,0.0260479843189771,-0.0968197480881499,-0.0353525187157201,0.562266248747646,0.0874976400675311,2.26083902633041,0.211012049256883,0.336153308217935,0.431698031800366,0.431698031800366,0,0.431698031800366,1.87650617052281,0.180019471111719,2.26083902633041,0.399654516512698,1.47283804771203,0.399654516512698,0.839557883666886,0.767700499502088,1.57740866986182,2.45505368663832,0.529224949380573,0.463961314789773,2.35405263493419,2.35405263493419,0.399654516512698,1.19392246847243,0.803383010580946,0.839557883666886,0.876259563808718
has_two_legs,-1.20699852524247,-0.12761476838299,-0.0353525187157201,0.399654516512698,-0.158470340971775,0.562266248747646,-0.814291563919034,0.149112885797301,0.273316735296866,0.273316735296866,2.09311876698729,-0.282800044854473,-0.220423030644962,0.496463608919881,1.81143223482676,0.0874976400675311,1.57740866986182,3.37696241081669,4.59511985013459,4.59511985013459,0.431698031800366,0,0.118277228895994,0.118277228895994,0.149112885797301,4.01780448509976,0.149112885797301,4.01780448509976,0.431698031800366,0.242105933956414,0.273316735296866,0.336153308217935,0.732478092622369,1.68971021487388,0.367812238582606,0.367812238582606,0.399654516512698,0.732478092622369,1.10980643541126,1.23742958285444,0.876259563808718
is_slippery,-1.20699852524247,-3.22129713355721,-0.282800044854473,-1.04113926101402,-0.0968197480881499,-1.08132257115655,0.336153308217935,0.149112885797301,-0.282800044854473,-0.282800044854473,-0.282800044854473,-0.158470340971775,-0.220423030644962,0.496463608919881,-0.158470340971775,1.94484744969919,0.273316735296866,0.0874976400675311,0.118277228895994,0.118277228895994,1.87650617052281,0.118277228895994,0,0.118277228895994,2.26083902633041,0.149112885797301,2.68740049981167,0.149112885797301,0.562266248747646,0.697685502191197,1.47283804771203,2.68740049981167,0.463961314789773,0.463961314789773,2.56545035947602,2.56545035947602,0.399654516512698,0.951393565061089,0.803383010580946,0.839557883666886,0.876259563808718
has_a_mouth,-1.20699852524247,-0.12761476838299,-3.45238966084683,0.399654516512698,-0.814291563919034,-0.572337324988707,1.19392246847243,0.595609390583329,-0.0968197480881499,1.10980643541126,-0.220423030644962,1.94484744969919,2.09311876698729,0.242105933956414,-0.0968197480881499,0.273316735296866,0.0874976400675311,0.0874976400675311,0.118277228895994,0.118277228895994,0.180019471111719,0.118277228895994,0.118277228895994,0,0.211012049256883,0.149112885797301,0.149112885797301,0.149112885797301,1.23742958285444,1.23742958285444,0.273316735296866,0.336153308217935,1.28200393652191,0.399654516512698,0.367812238582606,0.367812238582606,0.399654516512698,1.10980643541126,1.19392246847243,0.839557883666886,0.876259563808718
lives_in_water,-1.25082049496714,-2.11714178548591,-0.377441243123209,-1.08132257115655,-0.251550681308997,-0.814291563919034,0.304660408986199,0.180019471111719,-0.314187191831778,-0.189401383355163,-0.251550681308997,0.118277228895994,0.118277228895994,0.463961314789773,-0.12761476838299,3.16003532484527,0.118277228895994,0.118277228895994,0.149112885797301,0.149112885797301,2.26083902633041,0.149112885797301,2.26083902633041,0.211012049256883,0,0.180019471111719,1.74926810720665,0.180019471111719,0.876259563808718,0.876259563808718,1.87650617052281,2.82389498334824,0.496463608919881,0.431698031800366,2.68740049981167,2.68740049981167,0.431698031800366,1.15140494248143,0.839557883666886,0.876259563808718,0.913524928435282
has_feathers,-1.25082049496714,-0.158470340971775,-0.0660705360364147,0.367812238582606,-0.12761476838299,0.529224949380573,-0.778463354566907,0.118277228895994,0.304660408986199,0.304660408986199,2.01688126055437,-0.251550681308997,-0.189401383355163,0.463961314789773,1.87650617052281,0.0567594193008806,1.63249855188496,3.64934676569593,4.01780448509976,4.01780448509976,0.399654516512698,4.01780448509976,0.149112885797301,0.149112885797301,0.180019471111719,0,0.180019471111719,4.59511985013459,0.463961314789773,0.273316735296866,0.304660408986199,0.367812238582606,0.767700499502088,1.74926810720665,0.399654516512698,0.399654516512698,0.431698031800366,0.767700499502088,1.15140494248143,1.28200393652191,0.913524928435282
is_slimy,-1.25082049496714,-2.72706027832718,-0.12761476838299,-0.924934673813796,0.0567594193008806,-0.962994385375692,0.242105933956414,0.180019471111719,-0.12761476838299,-0.189401383355163,-0.251550681308997,-0.0660705360364147,-0.12761476838299,0.529224949380573,-0.12761476838299,1.52424542642274,0.367812238582606,0.118277228895994,0.149112885797301,0.149112885797301,1.47283804771203,0.149112885797301,2.68740049981167,0.149112885797301,1.74926810720665,0.180019471111719,0,0.180019471111719,0.336153308217935,0.529224949380573,1.63249855188496,2.01688126055437,0.367812238582606,0.562266248747646,1.94484744969919,2.09311876698729,0.431698031800366,0.767700499502088,0.839557883666886,0.876259563808718,0.913524928435282
has_two_wings,-1.25082049496714,-0.158470340971775,-0.0660705360364147,0.367812238582606,-0.12761476838299,0.529224949380573,-0.778463354566907,0.118277228895994,0.304660408986199,0.304660408986199,2.01688126055437,-0.251550681308997,-0.189401383355163,0.463961314789773,1.87650617052281,0.0567594193008806,1.63249855188496,3.64934676569593,4.01780448509976,4.01780448509976,0.399654516512698,4.01780448509976,0.149112885797301,0.149112885797301,0.180019471111719,4.59511985013459,0.180019471111719,0,0.463961314789773,0.273316735296866,0.304660408986199,0.367812238582606,0.767700499502088,1.74926810720665,0.399654516512698,0.399654516512698,0.431698031800366,0.767700499502088,1.15140494248143,1.28200393652191,0.913524928435282
is_big,-1.38920387728352,-0.572337324988707,-1.48823996167765,0.0260479843189771,-1.20699852524247,-0.778463354566907,0.803383010580946,0.876259563808718,-0.282800044854473,0.595609390583329,0.0260479843189771,1.02911449417119,1.10980643541126,0.697685502191197,0.0874976400675311,0.803383010580946,0.336153308217935,0.399654516512698,0.431698031800366,0.431698031800366,0.839557883666886,0.431698031800366,0.562266248747646,1.23742958285444,0.876259563808718,0.463961314789773,0.336153308217935,0.463961314789773,0,2.56545035947602,0.595609390583329,0.803383010580946,1.02911449417119,0.595609390583329,0.839557883666886,0.767700499502088,0.529224949380573,1.81143223482676,1.19392246847243,0.98990808706722,1.02911449417119
heavy,-1.38920387728352,-0.778463354566907,-1.48823996167765,0.0260479843189771,-1.20699852524247,-0.778463354566907,1.02911449417119,0.951393565061089,-0.282800044854473,0.529224949380573,-0.158470340971775,1.02911449417119,1.10980643541126,0.697685502191197,-0.0353525187157201,0.803383010580946,0.149112885797301,0.211012049256883,0.242105933956414,0.242105933956414,0.767700499502088,0.242105933956414,0.697685502191197,1.23742958285444,0.876259563808718,0.273316735296866,0.529224949380573,0.273316735296866,2.56545035947602,0,0.595609390583329,0.803383010580946,1.02911449417119,0.463961314789773,0.839557883666886,0.767700499502088,0.529224949380573,1.81143223482676,1.10980643541126,0.98990808706722,1.02911449417119
has_scales,-1.43796637166421,-1.48823996167765,-0.189401383355163,-0.778463354566907,0.118277228895994,-0.409342584854585,0.367812238582606,0.367812238582606,-0.0660705360364147,-0.189401383355163,-0.12761476838299,0.431698031800366,0.496463608919881,0.529224949380573,-0.00465117117573088,1.63249855188496,0.562266248747646,0.242105933956414,0.273316735296866,0.273316735296866,1.57740866986182,0.273316735296866,1.47283804771203,0.273316735296866,1.87650617052281,0.304660408986199,1.63249855188496,0.304660408986199,0.595609390583329,0.595609390583329,0,1.87650617052281,0.496463608919881,0.697685502191197,1.94484744969919,1.94484744969919,0.562266248747646,1.06906258556624,0.98990808706722,1.19392246847243,1.06906258556624
has_gills,-1.54016267471627,-2.72706027832718,-0.506362990848517,-1.34182984466709,-0.12761476838299,-0.962994385375692,0.242105933956414,-0.00465117117573088,-0.189401383355163,-0.12761476838299,-0.0660705360364147,-0.0660705360364147,-0.00465117117573088,0.336153308217935,0.0567594193008806,2.35405263493419,0.242105933956414,0.304660408986199,0.336153308217935,0.336153308217935,2.45505368663832,0.336153308217935,2.68740049981167,0.336153308217935,2.82389498334824,0.367812238582606,2.01688126055437,0.367812238582606,0.803383010580946,0.803383010580946,1.87650617052281,0,0.697685502191197,0.562266248747646,4.01780448509976,4.01780448509976,0.62927733213201,1.23742958285444,1.06906258556624,1.10980643541126,1.15140494248143
is_beautiful,-1.54016267471627,-0.473784352085642,-1.34182984466709,-0.00465117117573088,-0.377441243123209,-0.220423030644962,0.367812238582606,0.62927733213201,0.304660408986199,0.697685502191197,0.431698031800366,0.767700499502088,0.839557883666886,0.336153308217935,0.431698031800366,0.496463608919881,0.431698031800366,0.697685502191197,0.732478092622369,0.732478092622369,0.529224949380573,0.732478092622369,0.463961314789773,1.28200393652191,0.496463608919881,0.767700499502088,0.367812238582606,0.767700499502088,1.02911449417119,1.02911449417119,0.496463608919881,0.697685502191197,0,0.697685502191197,0.732478092622369,0.732478092622369,0.767700499502088,1.32773129208778,1.23742958285444,1.10980643541126,1.15140494248143
eats_worms,-1.54016267471627,-0.345728606573538,-0.314187191831778,0.180019471111719,0.180019471111719,0.336153308217935,-0.314187191831778,0.304660408986199,0.62927733213201,0.304660408986199,1.06906258556624,0.304660408986199,0.180019471111719,0.595609390583329,1.15140494248143,0.304660408986199,1.87650617052281,1.63249855188496,1.68971021487388,1.68971021487388,0.463961314789773,1.68971021487388,0.463961314789773,0.399654516512698,0.431698031800366,1.74926810720665,0.562266248747646,1.74926810720665,0.595609390583329,0.463961314789773,0.697685502191197,0.562266248747646,0.697685502191197,0,0.595609390583329,0.595609390583329,0.62927733213201,0.98990808706722,1.15140494248143,1.68971021487388,1.15140494248143
has_fins,-1.59389068089458,-2.60106722018987,-0.539206916304216,-1.29573478407416,-0.0968197480881499,-0.924934673813796,0.273316735296866,0.0260479843189771,-0.158470340971775,-0.0968197480881499,-0.0353525187157201,-0.0353525187157201,0.0260479843189771,0.367812238582606,0.0874976400675311,2.26083902633041,0.273316735296866,0.336153308217935,0.367812238582606,0.367812238582606,2.35405263493419,0.367812238582606,2.56545035947602,0.367812238582606,2.68740049981167,0.399654516512698,1.94484744969919,0.399654516512698,0.839557883666886,0.839557883666886,1.94484744969919,4.01780448509976,0.732478092622369,0.595609390583329,0,3.64934676569593,0.663294217410264,1.28200393652191,1.10980643541126,1.15140494248143,1.19392246847243
breaths_under_water,-1.59389068089458,-2.60106722018987,-0.473784352085642,-1.29573478407416,-0.0968197480881499,-0.924934673813796,0.211012049256883,0.0260479843189771,-0.158470340971775,-0.0968197480881499,-0.0353525187157201,-0.0353525187157201,0.0260479843189771,0.367812238582606,0.0874976400675311,2.26083902633041,0.273316735296866,0.336153308217935,0.367812238582606,0.367812238582606,2.35405263493419,0.367812238582606,2.56545035947602,0.367812238582606,2.68740049981167,0.399654516512698,2.09311876698729,0.399654516512698,0.767700499502088,0.767700499502088,1.94484744969919,4.01780448509976,0.732478092622369,0.595609390583329,3.64934676569593,0,0.663294217410264,1.19392246847243,1.10980643541126,1.15140494248143,1.19392246847243
has_six_legs,-1.64960168171364,-0.409342584854585,-0.314187191831778,-1.34182984466709,0.367812238582606,0.273316735296866,-0.506362990848517,-0.0660705360364147,1.32773129208778,0.304660408986199,0.767700499502088,-0.00465117117573088,0.0567594193008806,0.0874976400675311,0.913524928435282,0.304660408986199,0.304660408986199,0.496463608919881,0.399654516512698,0.399654516512698,0.399654516512698,0.399654516512698,0.399654516512698,0.399654516512698,0.431698031800366,0.431698031800366,0.431698031800366,0.431698031800366,0.529224949380573,0.529224949380573,0.562266248747646,0.62927733213201,0.767700499502088,0.62927733213201,0.663294217410264,0.663294217410264,0,1.06906258556624,1.15140494248143,1.19392246847243,2.01688126055437
has_large_teeth,-2.38377145667889,-0.962994385375692,-1.16418888274719,-0.377441243123209,-0.639547489336991,-0.409342584854585,0.496463608919881,0.62927733213201,0.180019471111719,0.367812238582606,0.304660408986199,0.839557883666886,0.913524928435282,1.02911449417119,0.431698031800366,1.06906258556624,0.62927733213201,0.697685502191197,0.732478092622369,0.732478092622369,1.19392246847243,0.732478092622369,0.951393565061089,1.10980643541126,1.15140494248143,0.767700499502088,0.767700499502088,0.767700499502088,1.81143223482676,1.81143223482676,1.06906258556624,1.23742958285444,1.32773129208778,0.98990808706722,1.28200393652191,1.19392246847243,1.06906258556624,0,2.01688126055437,1.68971021487388,1.74926810720665
has_sharp_claws,-2.60106722018987,-0.814291563919034,-1.08132257115655,-0.251550681308997,-0.506362990848517,-0.220423030644962,0.180019471111719,0.562266248747646,0.242105933956414,0.304660408986199,0.62927733213201,0.697685502191197,0.767700499502088,1.10980643541126,0.767700499502088,0.697685502191197,0.913524928435282,1.06906258556624,1.10980643541126,1.10980643541126,0.803383010580946,1.10980643541126,0.803383010580946,1.19392246847243,0.839557883666886,1.15140494248143,0.839557883666886,1.15140494248143,1.19392246847243,1.10980643541126,0.98990808706722,1.06906258556624,1.23742958285444,1.15140494248143,1.10980643541126,1.10980643541126,1.15140494248143,2.01688126055437,0,1.81143223482676,1.87650617052281
eats_flies,-2.72706027832718,-0.850622331534175,-0.743104807005301,-0.345728606573538,-0.0353525187157201,-0.00465117117573088,0.0260479843189771,0.399654516512698,0.732478092622369,0.463961314789773,0.732478092622369,0.529224949380573,0.595609390583329,0.62927733213201,0.876259563808718,0.732478092622369,1.3747067459475,1.19392246847243,1.23742958285444,1.23742958285444,0.839557883666886,1.23742958285444,0.839557883666886,0.839557883666886,0.876259563808718,1.28200393652191,0.876259563808718,1.28200393652191,0.98990808706722,0.98990808706722,1.19392246847243,1.10980643541126,1.10980643541126,1.68971021487388,1.15140494248143,1.15140494248143,1.19392246847243,1.68971021487388,1.81143223482676,0,1.94484744969919
